Ejercicio|Sociedad|Fecha de documento SAP|CAR SUNAT SAP|CAR SUNAT Archivo|Mensaje|
2026|1007|02.06.2026|2053799558103B8070000025182|2053799558103B8070000025182|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010159|2053799558103B8050000010159|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025183|2053799558103B8070000025183|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025184|2053799558103B8070000025184|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025185|2053799558103B8070000025185|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025186|2053799558103B8070000025186|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025187|2053799558103B8070000025187|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010160|2053799558103B8050000010160|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025188|2053799558103B8070000025188|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010167|2053799558103B8050000010167|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010168|2053799558103B8050000010168|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010169|2053799558103B8050000010169|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025195|2053799558103B8070000025195|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010170|2053799558103B8050000010170|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010171|2053799558103B8050000010171|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010172|2053799558103B8050000010172|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010173|2053799558103B8050000010173|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010174|2053799558103B8050000010174|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010175|2053799558103B8050000010175|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025196|2053799558103B8070000025196|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010176|2053799558103B8050000010176|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010177|2053799558103B8050000010177|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025197|2053799558103B8070000025197|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010178|2053799558103B8050000010178|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010179|2053799558103B8050000010179|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025198|2053799558103B8070000025198|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010180|2053799558103B8050000010180|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010181|2053799558103B8050000010181|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024189|2053799558103B8060000024189|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025199|2053799558103B8070000025199|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025200|2053799558103B8070000025200|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024190|2053799558103B8060000024190|Registro OK.|
2026|1007|02.06.2026|2053799558101F8070000001703|2053799558101F8070000001703|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025201|2053799558103B8070000025201|Registro OK.|
2026|1007|02.06.2026|2053799558103B8050000010182|2053799558103B8050000010182| Diferencia en monto PEN - 10.27 con respecto al archivo.|
2026|1007|02.06.2026|2053799558103B8060000024191|2053799558103B8060000024191|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024192|2053799558103B8060000024192|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024193|2053799558103B8060000024193|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024194|2053799558103B8060000024194|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025202|2053799558103B8070000025202|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024195|2053799558103B8060000024195|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024196|2053799558103B8060000024196| Diferencia en monto PEN - 3.19 con respecto al archivo.|
2026|1007|02.06.2026|2053799558103B8060000024197|2053799558103B8060000024197|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025203|2053799558103B8070000025203|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024198|2053799558103B8060000024198|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024199|2053799558103B8060000024199|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024222|2053799558103B8060000024222|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025204|2053799558103B8070000025204|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025205|2053799558103B8070000025205|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025206|2053799558103B8070000025206|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025207|2053799558103B8070000025207|Registro OK.|
2026|1007|02.06.2026|2053799558103B8060000024201|2053799558103B8060000024201|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025208|2053799558103B8070000025208|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025209|2053799558103B8070000025209|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025210|2053799558103B8070000025210|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025211|2053799558103B8070000025211|Registro OK.|
2026|1007|02.06.2026|2053799558103B8070000025212|2053799558103B8070000025212|Registro OK.|
